Deal;Date;Metric;Value;Threshold;Relationship;Status
FIDC Turbi;31/03/2025;UTR;0.663;;;
FIDC Turbi;30/04/2025;UTR;0.705;;;
FIDC Turbi;31/05/2025;UTR;0.677;;;
FIDC Turbi;30/06/2025;UTR;0.713;;;
FIDC Turbi;31/03/2024;# of cars pledged to the FIDC;1397;;;
FIDC Turbi;30/06/2024;# of cars pledged to the FIDC;1557;;;
FIDC Turbi;30/09/2024;# of cars pledged to the FIDC;3064;;;
FIDC Turbi;31/12/2024;# of cars pledged to the FIDC;4373;;;
FIDC Turbi;31/03/2025;# of cars pledged to the FIDC;4235;;;
FIDC Turbi;31/03/2024;Fleet Vlaue pledged to the FIDC (BRL mn);188,873,917.00;;;
FIDC Turbi;30/06/2024;Fleet Vlaue pledged to the FIDC (BRL mn);213,230,532.00;;;
FIDC Turbi;30/09/2024;Fleet Vlaue pledged to the FIDC (BRL mn);389,157,932.05;;;
FIDC Turbi;31/12/2024;Fleet Vlaue pledged to the FIDC (BRL mn);625,212,150.00;;;
FIDC Turbi;31/03/2025;Fleet Vlaue pledged to the FIDC (BRL mn);556,711,686.56;;;
FIDC Turbi;31/03/2024;Flow of Receivables + Fleet Value ;236,743,917.00;;;
FIDC Turbi;30/06/2024;Flow of Receivables + Fleet Value ;256,810,532.00;;;
FIDC Turbi;30/09/2024;Flow of Receivables + Fleet Value ;414,423,845.86;;;
FIDC Turbi;31/12/2024;Flow of Receivables + Fleet Value ;650,379,392.99;;;
FIDC Turbi;31/03/2025;Flow of Receivables + Fleet Value ;607,160,209.74;;;
FIDC Turbi;30/04/2024;Liquidity Ratio;1.4;0.9;>=;OK
FIDC Turbi;31/05/2024;Liquidity Ratio;1.6;0.9;>=;OK
FIDC Turbi;30/06/2024;Liquidity Ratio;2;0.9;>=;OK
FIDC Turbi;31/07/2024;Liquidity Ratio;2.4;0.9;>=;OK
FIDC Turbi;31/08/2024;Liquidity Ratio;1.2;0.9;>=;OK
FIDC Turbi;30/09/2024;Liquidity Ratio;1.9;0.9;>=;OK
FIDC Turbi;31/10/2024;Liquidity Ratio;1.9;0.9;>=;OK
FIDC Turbi;30/11/2024;Liquidity Ratio;1.9;0.9;>=;OK
FIDC Turbi;31/12/2024;Liquidity Ratio;1.9;0.9;>=;OK
FIDC Turbi;31/01/2025;Liquidity Ratio;1.9;0.9;>=;OK
FIDC Turbi;28/02/2025;Liquidity Ratio;1.9;0.9;>=;OK
FIDC Turbi;31/03/2025;Liquidity Ratio;1.9;0.9;>=;OK
FIDC Turbi;30/04/2025;Liquidity Ratio;4;0.9;>=;OK
FIDC Turbi;31/05/2025;Liquidity Ratio;2;0.9;>=;OK
FIDC UME;31/05/2024;FPD 30 3m;0;0.135;<=;OK
FIDC UME;30/06/2024;FPD 30 3m;0;0.135;<=;OK
FIDC UME;31/07/2024;FPD 30 3m;0.0849;0.135;<=;OK
FIDC UME;31/08/2024;FPD 30 3m;0.0865;0.135;<=;OK
FIDC UME;30/09/2024;FPD 30 3m;0.09;0.135;<=;OK
FIDC UME;31/10/2024;FPD 30 3m;0.0956;0.135;<=;OK
FIDC UME;30/11/2024;FPD 30 3m;0.1006;0.135;<=;OK
FIDC UME;31/12/2024;FPD 30 3m;0.101;0.135;<=;OK
FIDC UME;31/01/2025;FPD 30 3m;0.098;0.135;<=;OK
FIDC UME;28/02/2025;FPD 30 3m;0.1165;0.135;<=;OK
FIDC UME;31/03/2025;FPD 30 3m;0.1185;0.135;<=;OK
FIDC UME;31/05/2024;Over 60;0;0.085;<=;OK
FIDC UME;30/06/2024;Over 60;0;0.085;<=;OK
FIDC UME;31/07/2024;Over 60;0;0.085;<=;OK
FIDC UME;31/08/2024;Over 60;0.0071;0.085;<=;OK
FIDC UME;30/09/2024;Over 60;0.0178;0.085;<=;OK
FIDC UME;31/10/2024;Over 60;0.0255;0.085;<=;OK
FIDC UME;30/11/2024;Over 60;0.0306;0.085;<=;OK
FIDC UME;31/12/2024;Over 60;0.0277;0.085;<=;OK
FIDC UME;31/01/2025;Over 60;0.0299;0.085;<=;OK
FIDC UME;28/02/2025;Over 60;0.0369;0.085;<=;OK
FIDC UME;31/03/2025;Over 60;0.0489;0.085;<=;OK
FIDC UME;31/05/2024;Average portfolio maturity (months);5.01;8;<=;OK
FIDC UME;30/06/2024;Average portfolio maturity (months);4.99;8;<=;OK
FIDC UME;31/07/2024;Average portfolio maturity (months);5.01;8;<=;OK
FIDC UME;31/08/2024;Average portfolio maturity (months);5.17;8;<=;OK
FIDC UME;30/09/2024;Average portfolio maturity (months);5.29;8;<=;OK
FIDC UME;31/10/2024;Average portfolio maturity (months);5.39;8;<=;OK
FIDC UME;30/11/2024;Average portfolio maturity (months);5.5;8;<=;OK
FIDC UME;31/12/2024;Average portfolio maturity (months);5.48;8;<=;OK
FIDC UME;31/01/2025;Average portfolio maturity (months);4.9;8;<=;OK
FIDC UME;28/02/2025;Average portfolio maturity (months);4.8;8;<=;OK
FIDC UME;31/03/2025;Average portfolio maturity (months);5;8;<=;OK
FIDC UME;30/04/2025;Average portfolio maturity (months);5;8;<=;OK
FIDC UME;31/05/2024;Average Interest Rate;0.0985;0.07;>=;OK
FIDC UME;30/06/2024;Average Interest Rate;0.1001;0.07;>=;OK
FIDC UME;31/07/2024;Average Interest Rate;0.0994;0.07;>=;OK
FIDC UME;31/08/2024;Average Interest Rate;0.0994;0.07;>=;OK
FIDC UME;30/09/2024;Average Interest Rate;0.0998;0.07;>=;OK
FIDC UME;31/10/2024;Average Interest Rate;0.1002;0.07;>=;OK
FIDC UME;30/11/2024;Average Interest Rate;0.1018;0.07;>=;OK
FIDC UME;31/12/2024;Average Interest Rate;0.1038;0.07;>=;OK
FIDC UME;31/01/2025;Average Interest Rate;0.1049;0.07;>=;OK
FIDC UME;28/02/2025;Average Interest Rate;0.107;0.07;>=;OK
FIDC UME;31/03/2025;Average Interest Rate;0.108;0.07;>=;OK
FIDC UME;30/06/2024;In store payment index (TOP 1 retailer);0.0262;0.15;<=;OK
FIDC UME;31/07/2024;In store payment index (TOP 1 retailer);0.046;0.15;<=;OK
FIDC UME;31/08/2024;In store payment index (TOP 1 retailer);0.0552;0.15;<=;OK
FIDC UME;30/09/2024;In store payment index (TOP 1 retailer);0.0575;0.15;<=;OK
FIDC UME;31/10/2024;In store payment index (TOP 1 retailer);0.0517;0.15;<=;OK
FIDC UME;30/11/2024;In store payment index (TOP 1 retailer);0.0513;0.15;<=;OK
FIDC UME;31/12/2024;In store payment index (TOP 1 retailer);0.0527;0.15;<=;OK
FIDC UME;31/01/2025;In store payment index (TOP 1 retailer);0.0485;0.15;<=;OK
FIDC UME;28/02/2025;In store payment index (TOP 1 retailer);0.0488;0.15;<=;OK
FIDC UME;31/03/2025;In store payment index (TOP 1 retailer);0.0448;0.15;<=;OK
FIDC UME;30/06/2024;In store payment index (Total);0.0726;0.3;<=;OK
FIDC UME;31/07/2024;In store payment index (Total);0.1087;0.3;<=;OK
FIDC UME;31/08/2024;In store payment index (Total);0.1367;0.3;<=;OK
FIDC UME;30/09/2024;In store payment index (Total);0.1415;0.3;<=;OK
FIDC UME;31/10/2024;In store payment index (Total);0.1253;0.3;<=;OK
FIDC UME;30/11/2024;In store payment index (Total);0.1241;0.3;<=;OK
FIDC UME;31/12/2024;In store payment index (Total);0.1256;0.3;<=;OK
FIDC UME;31/01/2025;In store payment index (Total);0.1188;0.3;<=;OK
FIDC UME;28/02/2025;In store payment index (Total);0.1204;0.3;<=;OK
FIDC UME;31/03/2025;In store payment index (Total);0.1139;0.3;<=;OK
FIDC UME;31/05/2024;Renegotiation Index;0;0.1;<=;OK
FIDC UME;30/06/2024;Renegotiation Index;0;0.1;<=;OK
FIDC UME;31/07/2024;Renegotiation Index;0;0.1;<=;OK
FIDC UME;31/08/2024;Renegotiation Index;0;0.1;<=;OK
FIDC UME;30/09/2024;Renegotiation Index;0;0.1;<=;OK
FIDC UME;31/10/2024;Renegotiation Index;0;0.1;<=;OK
FIDC UME;30/11/2024;Renegotiation Index;0;0.1;<=;OK
FIDC UME;31/12/2024;Renegotiation Index;0;0.1;<=;OK
FIDC UME;31/01/2025;Renegotiation Index;0;0.1;<=;OK
FIDC UME;28/02/2025;Renegotiation Index;0;0.1;<=;OK
FIDC UME;31/03/2025;Renegotiation Index;0;0.1;<=;OK
FIDC UME;31/07/2024;Cash Transfer Index;1;0.95;>=;OK
FIDC UME;31/08/2024;Cash Transfer Index;0.9897;0.95;>=;OK
FIDC UME;30/09/2024;Cash Transfer Index;0.9901;0.95;>=;OK
FIDC UME;31/10/2024;Cash Transfer Index;0.9895;0.95;>=;OK
FIDC UME;30/11/2024;Cash Transfer Index;0.9892;0.95;>=;OK
FIDC UME;31/12/2024;Cash Transfer Index;0.9875;0.95;>=;OK
FIDC UME;31/01/2025;Cash Transfer Index;0.9987;0.95;>=;OK
FIDC UME;28/02/2025;Cash Transfer Index;0.9985;0.95;>=;OK
FIDC UME;31/03/2025;Cash Transfer Index;0.9945;0.95;>=;OK
FIDC SuperSim;31/07/2024;Weighted Average Portfolio Rate (% p.m.);0.2831;0.17;>=;OK
FIDC SuperSim;31/08/2024;Weighted Average Portfolio Rate (% p.m.);0.2833;0.17;>=;OK
FIDC SuperSim;30/09/2024;Weighted Average Portfolio Rate (% p.m.);0.2851;0.17;>=;OK
FIDC SuperSim;31/10/2024;Weighted Average Portfolio Rate (% p.m.);0.2888;0.17;>=;OK
FIDC SuperSim;30/11/2024;Weighted Average Portfolio Rate (% p.m.);0.2825;0.17;>=;OK
FIDC SuperSim;31/12/2024;Weighted Average Portfolio Rate (% p.m.);0.2821;0.17;>=;OK
FIDC SuperSim;31/01/2025;Weighted Average Portfolio Rate (% p.m.);0.2875;0.17;>=;OK
FIDC SuperSim;28/02/2025;Weighted Average Portfolio Rate (% p.m.);0.2916;0.17;>=;OK
FIDC SuperSim;31/03/2025;Weighted Average Portfolio Rate (% p.m.);0.2992;0.17;>=;OK
FIDC SuperSim;31/07/2024;Weighted Average Portfolio Maturity (months);7.68;4;>=;OK
FIDC SuperSim;31/08/2024;Weighted Average Portfolio Maturity (months);7.33;4;>=;OK
FIDC SuperSim;30/09/2024;Weighted Average Portfolio Maturity (months);7.07;4;>=;OK
FIDC SuperSim;31/10/2024;Weighted Average Portfolio Maturity (months);6.87;4;>=;OK
FIDC SuperSim;30/11/2024;Weighted Average Portfolio Maturity (months);6.9;4;>=;OK
FIDC SuperSim;31/12/2024;Weighted Average Portfolio Maturity (months);6.86;4;>=;OK
FIDC SuperSim;31/01/2025;Weighted Average Portfolio Maturity (months);6.9;4;>=;OK
FIDC SuperSim;28/02/2025;Weighted Average Portfolio Maturity (months);6.79;4;>=;OK
FIDC SuperSim;31/03/2025;Weighted Average Portfolio Maturity (months);6.67;4;>=;OK
FIDC SuperSim;31/07/2024;FPD 3m;0.2598;0.35;<=;OK
FIDC SuperSim;31/08/2024;FPD 3m;0.2543;0.35;<=;OK
FIDC SuperSim;30/09/2024;FPD 3m;0.2656;0.35;<=;OK
FIDC SuperSim;31/10/2024;FPD 3m;0.2727;0.35;<=;OK
FIDC SuperSim;30/11/2024;FPD 3m;0.2863;0.35;<=;OK
FIDC SuperSim;31/12/2024;FPD 3m;0.2762;0.35;<=;OK
FIDC SuperSim;31/01/2025;FPD 3m;0.2731;0.35;<=;OK
FIDC SuperSim;28/02/2025;FPD 3m;0.2728;0.35;<=;OK
FIDC SuperSim;31/03/2025;FPD 3m;0.3116;0.35;<=;OK
FIDC SuperSim;31/07/2024;SPD 3m;0.3465;0.45;<=;OK
FIDC SuperSim;31/08/2024;SPD 3m;0.3286;0.45;<=;OK
FIDC SuperSim;30/09/2024;SPD 3m;0.3346;0.45;<=;OK
FIDC SuperSim;31/10/2024;SPD 3m;0.3449;0.45;<=;OK
FIDC SuperSim;30/11/2024;SPD 3m;0.357;0.45;<=;OK
FIDC SuperSim;31/12/2024;SPD 3m;0.3699;0.45;<=;OK
FIDC SuperSim;31/01/2025;SPD 3m;0.3676;0.45;<=;OK
FIDC SuperSim;28/02/2025;SPD 3m;0.3847;0.45;<=;OK
FIDC SuperSim;31/03/2025;SPD 3m;0.381;0.45;<=;OK
FIDC SuperSim;31/07/2024;FPD 6m;0.258;0.35;<=;OK
FIDC SuperSim;31/08/2024;FPD 6m;0.2586;0.35;<=;OK
FIDC SuperSim;30/09/2024;FPD 6m;0.2623;0.35;<=;OK
FIDC SuperSim;31/10/2024;FPD 6m;0.2662;0.35;<=;OK
FIDC SuperSim;30/11/2024;FPD 6m;0.2718;0.35;<=;OK
FIDC SuperSim;31/12/2024;FPD 6m;0.2711;0.35;<=;OK
FIDC SuperSim;31/01/2025;FPD 6m;0.2732;0.35;<=;OK
FIDC SuperSim;28/02/2025;FPD 6m;0.2796;0.35;<=;OK
FIDC SuperSim;31/03/2025;FPD 6m;0.2941;0.35;<=;OK
FIDC SuperSim;31/07/2024;SPD 6m;0.344;0.45;<=;OK
FIDC SuperSim;31/08/2024;SPD 6m;0.336;0.45;<=;OK
FIDC SuperSim;30/09/2024;SPD 6m;0.341;0.45;<=;OK
FIDC SuperSim;31/10/2024;SPD 6m;0.3453;0.45;<=;OK
FIDC SuperSim;30/11/2024;SPD 6m;0.3434;0.45;<=;OK
FIDC SuperSim;31/12/2024;SPD 6m;0.3533;0.45;<=;OK
FIDC SuperSim;31/01/2025;SPD 6m;0.3573;0.45;<=;OK
FIDC SuperSim;28/02/2025;SPD 6m;0.3703;0.45;<=;OK
FIDC SuperSim;31/03/2025;SPD 6m;0.3764;0.45;<=;OK
FIDC Facio;31/07/2024;Over 15 MA40;0.1726;0.25;<=;OK
FIDC Facio;31/08/2024;Over 15 MA40;0.1638;0.25;<=;OK
FIDC Facio;30/09/2024;Over 15 MA40;0.1663;0.25;<=;OK
FIDC Facio;31/10/2024;Over 15 MA40;0.1641;0.25;<=;OK
FIDC Facio;30/11/2024;Over 15 MA40;0.1634;0.25;<=;OK
FIDC Facio;31/12/2024;Over 15 MA40;0.1659;0.25;<=;OK
FIDC Facio;31/01/2025;Over 15 MA40;0.163;0.25;<=;OK
FIDC Facio;28/02/2025;Over 15 MA40;0.1682;0.25;<=;OK
FIDC Facio;31/03/2025;Over 15 MA40;0.1742;0.25;<=;OK
FIDC Facio;30/04/2025;Over 15 MA40;0.2228;0.25;<=;OK
FIDC Facio;31/05/2025;Over 15 MA40;0.1952;0.25;<=;OK
FIDC Facio;30/06/2025;Over 15 MA40;0.1861;0.25;<=;OK
FIDC Facio;31/07/2024;Average Return 30d MA40;1.0507;0.95;>=;OK
FIDC Facio;31/08/2024;Average Return 30d MA40;1.0609;0.95;>=;OK
FIDC Facio;30/09/2024;Average Return 30d MA40;1.0662;0.95;>=;OK
FIDC Facio;31/10/2024;Average Return 30d MA40;1.0695;0.95;>=;OK
FIDC Facio;30/11/2024;Average Return 30d MA40;1.0702;0.95;>=;OK
FIDC Facio;31/12/2024;Average Return 30d MA40;1.0673;0.95;>=;OK
FIDC Facio;31/01/2025;Average Return 30d MA40;1.0785;0.95;>=;OK
FIDC Facio;28/02/2025;Average Return 30d MA40;1.0771;0.95;>=;OK
FIDC Facio;31/03/2025;Average Return 30d MA40;1.0733;0.95;>=;OK
FIDC Facio;30/04/2025;Average Return 30d MA40;1.072;0.95;>=;OK
FIDC Facio;31/05/2025;Average Return 30d MA40;1.0677;0.95;>=;OK
FIDC Facio;30/06/2025;Average Return 30d MA40;1.0666;0.95;>=;OK
FIDC Facio;30/04/2025;Senior Subordination;0.4623;0.4;>=;OK
FIDC Facio;31/05/2025;Senior Subordination;0.4725;0.4;>=;OK
FIDC Facio;30/06/2025;Senior Subordination;0.5349;0.4;>=;OK
FIDC Facio;30/04/2025;Mezzanine Subordination;0.243;0.15;>=;OK
FIDC Facio;31/05/2025;Mezzanine Subordination;0.2317;0.15;>=;OK
FIDC Facio;30/06/2025;Mezzanine Subordination;0.3257;0.15;>=;OK
FIDC Facio;31/05/2025;Return Index 30;1.0528;0.95;>=;OK
FIDC Facio;30/06/2025;Return Index 30;1.0575;0.95;>=;OK
FIDC Facio;30/04/2025;Weighted Average Portfolio Rate (% p.m.);0.2407;;;
FIDC Facio;31/05/2025;Weighted Average Portfolio Rate (% p.m.);0.2177;;;
FIDC Facio;30/06/2025;Weighted Average Portfolio Rate (% p.m.);0.2377;;;
FIDC Facio;30/04/2025;Weighted Average Portfolio Maturity (days);10.87;;;
FIDC Facio;31/05/2025;Weighted Average Portfolio Maturity (days);12.39;;;
FIDC Facio;30/06/2025;Weighted Average Portfolio Maturity (days);12.22;;;
Deb Mottu V;30/04/2025;LTV (Indebtedness Ratio);0.57;0.8;<=;OK
Deb Mottu V;31/05/2025;LTV (Indebtedness Ratio);0.55;0.8;<=;OK
Deb Mottu V;30/06/2025;LTV (Indebtedness Ratio);0.54;0.8;<=;OK
Deb Mottu V;30/04/2025;Cash Flow Coverage;4.04;1.2;>=;OK
Deb Mottu V;31/05/2025;Cash Flow Coverage;2.996;1.2;>=;OK
Deb Mottu V;30/06/2025;Cash Flow Coverage;2.857;1.2;>=;OK
Deb Mottu;30/04/2025;LTV (Indebtedness Ratio);0.55;0.8;<=;OK
Deb Mottu;31/05/2025;LTV (Indebtedness Ratio);0.51;0.8;<=;OK
Deb Mottu;30/06/2025;LTV (Indebtedness Ratio);0.47;0.8;<=;OK
Deb Mottu;30/04/2025;Cash Flow Coverage;1.853;1.2;>=;OK
Deb Mottu;31/05/2025;Cash Flow Coverage;2.393;1.2;>=;OK
Deb Mottu;30/06/2025;Cash Flow Coverage;1.895;1.2;>=;OK
Deb Mottu;30/04/2025;Escrow Account Held Balance;4.85;2;>=;OK
Deb Mottu;31/05/2025;Escrow Account Held Balance;2.39;2;>=;OK
Deb Mottu;30/06/2025;Escrow Account Held Balance;2.4307;2;>=;OK
Deb Mottu V;30/04/2025;Escrow Account Held Balance;4.04;2;>=;OK
Deb Mottu V;31/05/2025;Escrow Account Held Balance;3;2;>=;OK
Deb Mottu V;30/06/2025;Escrow Account Held Balance;2.86;2;>=;OK
Deb Mottu V;30/04/2025;Annual Theft and Loss Rate;0.004;0.04;<=;OK
Deb Mottu V;31/05/2025;Annual Theft and Loss Rate;0.0039;0.04;<=;OK
Deb Mottu V;30/06/2025;Annual Theft and Loss Rate;0.0039;0.04;<=;OK
Deb Mottu V;30/04/2025;Absolut Theft and Loss Rate;0.0075;0.12;<=;OK
Deb Mottu V;31/05/2025;Absolut Theft and Loss Rate;0.0074;0.12;<=;OK
Deb Mottu V;30/06/2025;Absolut Theft and Loss Rate;0.0032;0.12;<=;OK
Deb Mottu V;30/04/2025;Fleet Occupancy;0.9185;0.75;>=;OK
Deb Mottu V;31/05/2025;Fleet Occupancy;0.9118;0.75;>=;OK
Deb Mottu V;30/06/2025;Fleet Occupancy;0.89;0.75;>=;OK
Deb Mottu;30/04/2025;Fleet Occupancy;0.9185;0.75;>=;OK
Deb Mottu;31/05/2025;Fleet Occupancy;0.9118;0.75;>=;OK
Deb Mottu;30/06/2025;Fleet Occupancy;0.89;0.75;>=;OK
Deb Mottu;30/04/2025;Annual Theft and Loss Rate;0.004;0.04;<=;OK
Deb Mottu;31/05/2025;Annual Theft and Loss Rate;0.0039;0.04;<=;OK
Deb Mottu;30/06/2025;Annual Theft and Loss Rate;0.0039;0.04;<=;OK
Deb Mottu;30/04/2025;Absolut Theft and Loss Rate;0.0075;0.12;<=;OK
Deb Mottu;31/05/2025;Absolut Theft and Loss Rate;0.0074;0.12;<=;OK
Deb Mottu;30/06/2025;Absolut Theft and Loss Rate;0.0065;0.12;<=;OK
FIDC UME;30/04/2025;FPD 30 3m;0.1215;0.135;<=;OK
FIDC UME;31/05/2025;FPD 30 3m;0.1079;0.135;<=;OK
FIDC UME;30/06/2025;FPD 30 3m;0.1077;0.135;<=;OK
FIDC UME;30/04/2025;Over 60;0.0501;0.085;<=;OK
FIDC UME;31/05/2025;Over 60;0.0428;0.085;<=;OK
FIDC UME;30/06/2025;Over 60;0.0411;0.085;<=;OK
FIDC UME;31/05/2025;Average portfolio maturity (months);5;8;<=;OK
FIDC UME;30/06/2025;Average portfolio maturity (months);4.9;8;<=;OK
FIDC UME;30/04/2025;Average Interest Rate;0.1078;0.07;>=;OK
FIDC UME;31/05/2025;Average Interest Rate;0.1053;0.07;>=;OK
FIDC UME;30/06/2025;Average Interest Rate;0.1071;0.07;>=;OK
FIDC UME;30/04/2025;In store payment index (TOP 1 retailer);0.0399;0.15;<=;OK
FIDC UME;31/05/2025;In store payment index (TOP 1 retailer);0.039;0.15;<=;OK
FIDC UME;30/06/2025;In store payment index (TOP 1 retailer);0.0351;0.15;<=;OK
FIDC UME;30/04/2025;In store payment index (Total);0.1094;0.3;<=;OK
FIDC UME;31/05/2025;In store payment index (Total);0.1057;0.3;<=;OK
FIDC UME;30/06/2025;In store payment index (Total);0.099;0.3;<=;OK
FIDC UME;30/04/2025;Renegotiation Index;0;0.1;<=;OK
FIDC UME;31/05/2025;Renegotiation Index;0;0.1;<=;OK
FIDC UME;30/06/2025;Renegotiation Index;0;0.1;<=;OK
FIDC UME;30/04/2025;Cash Transfer Index;0.9973;0.95;>=;OK
FIDC UME;31/05/2025;Cash Transfer Index;0.9895;0.95;>=;OK
FIDC UME;30/06/2025;Cash Transfer Index;0.9951;0.95;>=;OK
FIDC Agroforte;30/04/2025;Average Term;6.51;18;<=;OK
FIDC Agroforte;31/05/2025;Average Term;6.58;18;<=;OK
FIDC Agroforte;30/06/2025;Average Term;6.63;18;<=;OK
FIDC Agroforte;30/04/2025;Over 90 Index;0.0149;0.05;<=;OK
FIDC Agroforte;31/05/2025;Over 90 Index;0.0158;0.05;<=;OK
FIDC Agroforte;30/06/2025;Over 90 Index;0.0144;0.05;<=;OK
FIDC Agroforte;30/04/2025;Renegotiation Index;0.0003;0.1;<=;OK
FIDC Agroforte;31/05/2025;Renegotiation Index;0.0004;0.1;<=;OK
FIDC Agroforte;30/06/2025;Renegotiation Index;0.0004;0.1;<=;OK
FIDC Agroforte;30/04/2025;Repurchase index;0.0416;0.1;<=;OK
FIDC Agroforte;31/05/2025;Repurchase index;0.0395;0.1;<=;OK
FIDC Agroforte;30/06/2025;Repurchase index;0.0374;0.1;<=;OK
FIDC Trademaster;30/04/2025;Largest debtor concentration;0.0268;0.05;<=;OK
FIDC Trademaster;31/05/2025;Largest debtor concentration;0.0458;0.05;<=;OK
FIDC Trademaster;30/06/2025;Largest debtor concentration;0.0414;0.05;<=;OK
FIDC Trademaster;30/04/2025;Largest assignor concentration;0.7221;1;<=;OK
FIDC Trademaster;31/05/2025;Largest assignor concentration;0.7572;1;<=;OK
FIDC Trademaster;30/06/2025;Largest assignor concentration;0.7939;1;<=;OK
FIDC Capim;30/06/2025;Liquidity Ratio;50.58;1;>=;OK
FIDC Capim;31/05/2025;Liquidity Ratio;48.85;1;>=;OK
FIDC Capim;30/04/2025;Liquidity Ratio;48.31;1;>=;OK
FIDC Capim;30/06/2025;Cancellation rate;0.0019;0.05;<=;OK
FIDC Capim;31/05/2025;Cancellation rate;0.0018;0.05;<=;OK
FIDC Capim;30/04/2025;Cancellation rate;0.0019;0.05;<=;OK
FIDC Capim;30/06/2025;Cash reserve;477646.77;181297.62;>=;OK
FIDC Capim;31/05/2025;Cash reserve;463777.18;181297.62;>=;OK
FIDC Capim;30/04/2025;Cash reserve;456754.34;181297.62;>=;OK
FIDC Capim;30/06/2025;Loss Index;0.107;0.12;<=;OK
FIDC Capim;31/05/2025;Loss Index;0.0994;0.12;<=;OK
FIDC Capim;30/04/2025;Loss Index;0.0921;0.12;<=;OK
FIDC Terramagna;30/06/2025;Expected allocation index;0.911;0.8;>=;OK
FIDC Terramagna;31/05/2025;Expected allocation index;0.9107;0.8;>=;OK
FIDC Terramagna;30/04/2025;Expected allocation index;0.9219;0.8;>=;OK
FIDC Terramagna;31/05/2025;Repurchase index;0.0943;0.2;<=;OK
FIDC Terramagna;30/04/2025;Repurchase index;0.0683;0.2;<=;OK
FIDC Terramagna;30/06/2025;Repurchase index;0.1362;0.2;<=;OK
FIDC Terramagna;30/06/2025;Cash transfer index;0.325;0.2;<=;FLAG
FIDC Terramagna;31/05/2025;Cash transfer index;0.2611;0.2;<=;FLAG
FIDC Terramagna;30/04/2025;Cash transfer index;0.1486;0.2;<=;OK
FIDC Terramagna;31/10/2023;Over 180 Index;0;0.05;<=;OK
FIDC Terramagna;30/11/2023;Over 180 Index;0;0.05;<=;OK
FIDC Terramagna;31/12/2023;Over 180 Index;0;0.05;<=;OK
FIDC Terramagna;31/01/2024;Over 180 Index;0;0.05;<=;OK
FIDC Terramagna;29/02/2024;Over 180 Index;0;0.05;<=;OK
FIDC Terramagna;31/03/2024;Over 180 Index;0;0.05;<=;OK
FIDC Terramagna;30/04/2024;Over 180 Index;0;0.05;<=;OK
FIDC Terramagna;31/05/2024;Over 180 Index;0;0.05;<=;OK
FIDC Terramagna;30/06/2024;Over 180 Index;0;0.05;<=;OK
FIDC Terramagna;31/07/2024;Over 180 Index;0;0.05;<=;OK
FIDC Terramagna;31/08/2024;Over 180 Index;0;0.05;<=;OK
FIDC Terramagna;30/09/2024;Over 180 Index;0.0027;0.05;<=;OK
FIDC Terramagna;31/10/2024;Over 180 Index;0.0069;0.05;<=;OK
FIDC Terramagna;30/11/2024;Over 180 Index;0.0031;0.05;<=;OK
FIDC Terramagna;31/12/2024;Over 180 Index;0;0.05;<=;OK
FIDC Terramagna;31/01/2025;Over 180 Index;0;0.05;<=;OK
FIDC Terramagna;28/02/2025;Over 180 Index;0;0.05;<=;OK
FIDC Terramagna;31/03/2025;Over 180 Index;0.0051;0.05;<=;OK
FIDC Terramagna;30/04/2025;Over 180 Index;0.0069;0.05;<=;OK
FIDC Terramagna;31/05/2025;Over 180 Index;0.0094;0.05;<=;OK
FIDC Terramagna;30/06/2025;Over 180 Index;0.0108;0.05;<=;OK
FIDC Terramagna;31/10/2023;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;30/11/2023;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;31/12/2023;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;31/01/2024;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;29/02/2024;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;31/03/2024;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;30/04/2024;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;31/05/2024;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;30/06/2024;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;31/07/2024;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;31/08/2024;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;30/09/2024;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;31/10/2024;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;30/11/2024;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;31/12/2024;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;31/01/2025;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;28/02/2025;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;31/03/2025;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;30/04/2025;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;31/05/2025;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;30/06/2025;Renegotiation Index;0;0.15;<=;OK
FIDC Terramagna;31/10/2023;Weighted Average Portfolio Maturity (months);179.59;240;<=;OK
FIDC Terramagna;30/11/2023;Weighted Average Portfolio Maturity (months);157.49;240;<=;OK
